id,raceId,driverId,constructorId,year,round,circuitId,lat,lng,alt,track_length_km,number_of_turns,grid,driver_age,driver_nationality_code,constructor_nationality_code,q1_ms,q2_ms,q3_ms,best_qual_ms,pit_stop_count,avg_pit_ms,rolling_avg_position,career_wins_so_far,prev_championship_points,prev_championship_position,prev_constructor_points,finishing_position
755_482,755,482,170,1960,10,60,33.87772,-117.29504,470,4.52,15,8,36.8569473,7,5,,,,,,,6,0,9.8,5,48.4,12
755_541,755,541,170,1960,10,60,33.87772,-117.29504,470,4.52,15,21,37.43189596,9,5,,,,,,,8.666666667,0,1,22,48.4,21
755_353,755,353,171,1960,10,60,33.87772,-117.29504,470,4.52,15,20,34.61190965,0,5,,,,,,,22,0,0,22,3,11
738_386,738,386,6,1961,1,6,43.58425,7.40801,7,6.83,17,2,30.77344285,0,14,,,,,,,9.666666667,0,8,9,26.5,2
738_403,738,403,6,1961,1,6,43.58425,7.40801,7,6.83,17,5,34.06707734,0,14,,,,,,,6,1,15.8,5,6.1,3
738_476,738,476,6,1961,1,6,43.58425,7.40801,7,6.83,17,6,33.02669405,20,14,,,,,,,6,0,10,7,6.1,4
738_289,738,289,66,1961,1,6,43.58425,7.40801,7,6.83,17,4,32.24093087,9,5,,,,,,,16,0,4.1,15,7.9,16
738_479,738,479,66,1961,1,6,43.58425,7.40801,7,6.83,17,8,29.21560575,9,5,,,,,,,10.66666667,6,7.2,11,0,13
738_347,738,347,95,1961,1,6,43.58425,7.40801,7,6.83,17,9,31.28268309,38,10,,,,,,,13,1,4,18,1,12
738_364,738,364,95,1961,1,6,43.58425,7.40801,7,6.83,17,11,30.0862423,0,10,,,,,,,14,0,0,41,2,5
738_478,738,478,95,1961,1,6,43.58425,7.40801,7,6.83,17,13,33.22108145,20,10,,,,,,,11.66666667,0,1,26,2,9
738_376,738,376,99,1961,1,6,43.58425,7.40801,7,6.83,17,0,26.50787132,7,5,,,,,,,12.66666667,0,1,22,0,20
738_482,738,482,99,1961,1,6,43.58425,7.40801,7,6.83,17,0,37.33607118,7,5,,,,,,,9.333333333,0,10.1,6,0,21
738_427,738,427,167,1961,1,6,43.58425,7.40801,7,6.83,17,16,43.53730322,19,5,,,,,,,15.33333333,2,0,28,3.1,7
738_341,738,341,170,1961,1,6,43.58425,7.40801,7,6.83,17,12,27.25256674,9,5,,,,,,,11.66666667,0,6.1,12,48.4,11
738_356,738,356,170,1961,1,6,43.58425,7.40801,7,6.83,17,21,35.1156742,5,5,,,,,,,2,7,42.8,1,1,15
738_360,738,360,170,1961,1,6,43.58425,7.40801,7,6.83,17,7,23.70431211,31,5,,,,,,,3,2,33.7,2,1,6
738_418,738,418,170,1961,1,6,43.58425,7.40801,7,6.83,17,0,29.20465435,0,5,,,,,,,12,0,0,30,1,19
738_373,738,373,172,1961,1,6,43.58425,7.40801,7,6.83,17,3,25.19370294,9,5,,,,,,,11.66666667,0,8,10,0,10
738_404,738,404,172,1961,1,6,43.58425,7.40801,7,6.83,17,0,30.92128679,9,5,,,,,,,3.666666667,0,18.4,4,8.9,17
738_475,738,475,172,1961,1,6,43.58425,7.40801,7,6.83,17,1,31.6550308,9,5,,,,,,,9,13,18.9,3,8.9,1
738_477,738,477,172,1961,1,6,43.58425,7.40801,7,6.83,17,15,29.26214921,9,5,,,,,,,9.333333333,0,6.1,3,8.9,8
738_480,738,480,172,1961,1,6,43.58425,7.40801,7,6.83,17,14,26.73785079,39,5,,,,,,,,0,0,0,8.9,14
738_481,738,481,172,1961,1,6,43.58425,7.40801,7,6.83,17,0,28.40793977,9,5,,,,,,,8.666666667,0,3.1,19,8.9,18
739_386,739,386,6,1961,2,39,52.48532,4.55779,6,3.57,9,3,30.79534565,0,14,,,,,,,8.333333333,0,6.1,2,6.1,5
739_403,739,403,6,1961,2,39,52.48532,4.55779,6,3.57,9,1,34.08898015,0,14,,,,,,,3.333333333,1,4.1,3,14.8,2
739_476,739,476,6,1961,2,39,52.48532,4.55779,6,3.57,9,2,33.04859685,20,14,,,,,,,6,0,3,4,14.8,1
739_289,739,289,66,1961,2,39,52.48532,4.55779,6,3.57,9,5,32.26283368,9,5,,,,,,,15.66666667,0,0,16,0,8
739_479,739,479,66,1961,2,39,52.48532,4.55779,6,3.57,9,8,29.23750856,9,5,,,,,,,13.33333333,6,0,13,0,9
739_347,739,347,95,1961,2,39,52.48532,4.55779,6,3.57,9,12,31.3045859,38,10,,,,,,,10.66666667,1,0,12,2,11
739_364,739,364,95,1961,2,39,52.48532,4.55779,6,3.57,9,6,30.10814511,0,10,,,,,,,12.33333333,0,2,5,2,10
739_430,739,430,95,1961,2,39,52.48532,4.55779,6,3.57,9,17,27.1156742,16,10,,,,,,,9,0,0,22,2,14
739_478,739,478,95,1961,2,39,52.48532,4.55779,6,3.57,9,13,33.24298426,20,10,,,,,,,8,0,0,9,2,15
739_341,739,341,170,1961,2,39,52.48532,4.55779,6,3.57,9,9,27.27446954,9,5,,,,,,,14.66666667,0,0,11,1,7
739_356,739,356,170,1961,2,39,52.48532,4.55779,6,3.57,9,7,35.137577,5,5,,,,,,,6.666666667,7,0,15,2,6
739_360,739,360,170,1961,2,39,52.48532,4.55779,6,3.57,9,14,23.72621492,31,5,,,,,,,3.666666667,2,1,6,2,12
739_418,739,418,170,1961,2,39,52.48532,4.55779,6,3.57,9,0,29.22655715,0,5,,,,,,,15.33333333,0,0,19,2,16
739_373,739,373,172,1961,2,39,52.48532,4.55779,6,3.57,9,11,25.21560575,9,5,,,,,,,9.666666667,0,0,10,8.9,3
739_401,739,401,172,1961,2,39,52.48532,4.55779,6,3.57,9,16,24.40246407,9,5,,,,,,,29,0,0,76,12.8,13
739_437,739,437,172,1961,2,39,52.48532,4.55779,6,3.57,9,0,30.87748118,9,5,,,,,,,16.33333333,0,0,43,12.8,17
739_475,739,475,172,1961,2,39,52.48532,4.55779,6,3.57,9,4,31.67693361,9,5,,,,,,,3.333333333,14,9.3,1,12.8,4
740_386,740,386,6,1961,3,13,50.60487,5.96973,401,4.05,16,5,30.86926762,0,14,,,,,,,3,0,8.2,4,14.8,3
740_403,740,403,6,1961,3,13,50.60487,5.96973,401,4.05,16,1,34.16290212,0,14,,,,,,,3.666666667,1,10,3,23.4,1
740_476,740,476,6,1961,3,13,50.60487,5.96973,401,4.05,16,2,33.12251882,20,14,,,,,,,4.666666667,1,12.3,2,23.4,2
740_482,740,482,6,1961,3,13,50.60487,5.96973,401,4.05,16,3,37.43189596,7,14,,,,,,,13.33333333,0,0,21,23.4,4
740_289,740,289,66,1961,3,13,50.60487,5.96973,401,4.05,16,6,32.33675565,9,5,,,,,,,13.66666667,0,0,11,0,14
740_479,740,479,66,1961,3,13,50.60487,5.96973,401,4.05,16,7,29.31143053,9,5,,,,,,,14.66666667,6,0,13,0,13
740_347,740,347,95,1961,3,13,50.60487,5.96973,401,4.05,16,9,31.37850787,38,10,,,,,,,9.333333333,1,0,15,2,7
740_364,740,364,95,1961,3,13,50.60487,5.96973,401,4.05,16,10,30.18206708,0,10,,,,,,,11.66666667,0,2,6,3,6
740_430,740,430,95,1961,3,13,50.60487,5.96973,401,4.05,16,14,27.18959617,16,10,,,,,,,10.33333333,0,0,17,3,11
740_385,740,385,167,1961,3,13,50.60487,5.96973,401,4.05,16,17,25.49212868,25,5,,,,,,,,0,0,0,0,16
740_427,740,427,167,1961,3,13,50.60487,5.96973,401,4.05,16,20,43.63312799,19,5,,,,,,,11,2,0,7,0,15
740_341,740,341,170,1961,3,13,50.60487,5.96973,401,4.05,16,4,27.34839151,9,5,,,,,,,13.66666667,0,0,9,2,5
740_356,740,356,170,1961,3,13,50.60487,5.96973,401,4.05,16,11,35.21149897,5,5,,,,,,,8.333333333,7,1,8,3.9,17
740_360,740,360,170,1961,3,13,50.60487,5.96973,401,4.05,16,15,23.80013689,31,5,,,,,,,7,2,1,7,3.9,18
740_418,740,418,170,1961,3,13,50.60487,5.96973,401,4.05,16,12,29.30047912,0,5,,,,,,,16,0,0,19,3.9,10
740_453,740,453,170,1961,3,13,50.60487,5.96973,401,4.05,16,13,24.62696783,9,5,,,,,,,,0,0,0,3.9,9
740_373,740,373,172,1961,3,13,50.60487,5.96973,401,4.05,16,16,25.28952772,9,5,,,,,,,9.666666667,0,4.1,5,12.8,12
740_376,740,376,172,1961,3,13,50.60487,5.96973,401,4.05,16,23,26.6036961,7,5,,,,,,,17.33333333,0,0,20,12.8,20
740_404,740,404,172,1961,3,13,50.60487,5.96973,401,4.05,16,18,31.01711157,9,5,,,,,,,8.333333333,0,0,17,12.8,19
740_435,740,435,172,1961,3,13,50.60487,5.96973,401,4.05,16,19,32.7118412,7,5,,,,,,,9.666666667,0,4.1,16,12.8,21
740_437,740,437,172,1961,3,13,50.60487,5.96973,401,4.05,16,0,30.95140315,9,5,,,,,,,18.66666667,0,0,20,12.8,24
740_455,740,455,172,1961,3,13,50.60487,5.96973,401,4.05,16,0,34.95687885,20,5,,,,,,,15.33333333,0,0,37,12.8,23
740_459,740,459,172,1961,3,13,50.60487,5.96973,401,4.05,16,0,29.9137577,9,5,,,,,,,11.5,0,0,31,12.8,22
740_475,740,475,172,1961,3,13,50.60487,5.96973,401,4.05,16,8,31.75085558,9,5,,,,,,,2,14,12.1,1,12.8,8
740_477,740,477,172,1961,3,13,50.60487,5.96973,401,4.05,16,0,29.35797399,9,5,,,,,,,9.333333333,0,0,8,12.8,25
740_481,740,481,172,1961,3,13,50.60487,5.96973,401,4.05,16,0,28.50376454,9,5,,,,,,,13.33333333,0,0,18,12.8,26
741_386,741,386,6,1961,4,55,49.30242,3.91991,88,4.05,19,3,30.90759754,0,14,,,,,,,3.333333333,0,12.2,4,23.4,15
741_394,741,394,6,1961,4,55,49.30242,3.91991,88,4.05,19,12,26.51882272,25,14,,,,,,,,0,0,0,33.8,1
741_403,741,403,6,1961,4,55,49.30242,3.91991,88,4.05,19,1,34.20123203,0,14,,,,,,,2,2,19.1,1,33.8,9
741_476,741,476,6,1961,4,55,49.30242,3.91991,88,4.05,19,2,33.16084873,20,14,,,,,,,2.333333333,1,18.1,2,33.8,20
741_289,741,289,66,1961,4,55,49.30242,3.91991,88,4.05,19,6,32.37508556,9,5,,,,,,,12.66666667,0,0,13,0,6
741_479,741,479,66,1961,4,55,49.30242,3.91991,88,4.05,19,11,29.34976044,9,5,,,,,,,11.66666667,6,0,15,1,25
741_347,741,347,95,1961,4,55,49.30242,3.91991,88,4.05,19,13,31.41683778,38,10,,,,,,,10,1,0,11,3,7
741_364,741,364,95,1961,4,55,49.30242,3.91991,88,4.05,19,5,30.22039699,0,10,,,,,,,7,0,3,7,9.2,2
741_430,741,430,95,1961,4,55,49.30242,3.91991,88,4.05,19,17,27.22792608,16,10,,,,,,,11,0,0,19,9.2,18
741_478,741,478,95,1961,4,55,49.30242,3.91991,88,4.05,19,0,33.35523614,20,10,,,,,,,10,0,0,14,9.2,29
741_482,741,482,99,1961,4,55,49.30242,3.91991,88,4.05,19,0,37.47022587,7,5,,,,,,,12.33333333,0,3,6,0,30
741_484,741,484,101,1961,4,55,49.30242,3.91991,88,4.05,19,0,38.275154,9,5,,,,,,,14.33333333,0,0,53,0,31
741_427,741,427,167,1961,4,55,49.30242,3.91991,88,4.05,19,23,43.67145791,19,5,,,,,,,12.33333333,2,0,12,0,13
741_341,741,341,170,1961,4,55,49.30242,3.91991,88,4.05,19,7,27.38672142,9,5,,,,,,,7.666666667,0,2,8,3.9,24
741_356,741,356,170,1961,4,55,49.30242,3.91991,88,4.05,19,14,35.24982888,5,5,,,,,,,12.66666667,7,1,10,5.8,22
741_360,741,360,170,1961,4,55,49.30242,3.91991,88,4.05,19,8,23.8384668,31,5,,,,,,,12,2,1,9,5.8,5
741_418,741,418,170,1961,4,55,49.30242,3.91991,88,4.05,19,16,29.33880903,0,5,,,,,,,15,0,0,18,5.8,12
741_428,741,428,170,1961,4,55,49.30242,3.91991,88,4.05,19,21,30.73511294,19,5,,,,,,,,0,0,0,5.8,23
741_453,741,453,170,1961,4,55,49.30242,3.91991,88,4.05,19,18,24.66529774,9,5,,,,,,,9,0,0,17,5.8,26
741_456,741,456,170,1961,4,55,49.30242,3.91991,88,4.05,19,15,39.14031485,9,5,,,,,,,16,0,0,32,5.8,8
741_373,741,373,172,1961,4,55,49.30242,3.91991,88,4.05,19,9,25.32785763,9,5,,,,,,,8.333333333,0,4,5,12.8,3
741_376,741,376,172,1961,4,55,49.30242,3.91991,88,4.05,19,19,26.64202601,7,5,,,,,,,19.33333333,0,0,26,17.5,19
741_404,741,404,172,1961,4,55,49.30242,3.91991,88,4.05,19,10,31.05544148,9,5,,,,,,,12.66666667,0,0,23,17.5,4
741_435,741,435,172,1961,4,55,49.30242,3.91991,88,4.05,19,20,32.75017112,7,5,,,,,,,13.66666667,0,0,27,17.5,17
741_437,741,437,172,1961,4,55,49.30242,3.91991,88,4.05,19,24,30.98973306,9,5,,,,,,,19.66666667,0,0,24,17.5,14
741_455,741,455,172,1961,4,55,49.30242,3.91991,88,4.05,19,0,34.99520876,20,5,,,,,,,18.33333333,0,0,29,17.5,27
741_475,741,475,172,1961,4,55,49.30242,3.91991,88,4.05,19,4,31.78918549,9,5,,,,,,,4.333333333,14,12.3,3,17.5,16
741_480,741,480,172,1961,4,55,49.30242,3.91991,88,4.05,19,22,26.87200548,39,5,,,,,,,14,0,0,14,17.5,11
741_481,741,481,172,1961,4,55,49.30242,3.91991,88,4.05,19,25,28.54209446,9,5,,,,,,,19.33333333,0,0,25,17.5,10
741_485,741,485,172,1961,4,55,49.30242,3.91991,88,4.05,19,0,27.42505133,2,5,,,,,,,,0,0,0,17.5,28
741_483,741,483,174,1961,4,55,49.30242,3.91991,88,4.05,19,26,39.74811773,25,14,,,,,,,19.33333333,0,0,78,0,21
742_386,742,386,6,1961,5,58,53.31432,-2.95358,20,6.41,14,2,30.9431896,0,14,,,,,,,7.666666667,0,12.2,4,33.8,3
742_394,742,394,6,1961,5,58,53.31432,-2.95358,20,6.41,14,19,26.55441478,25,14,,,,,,,1,1,9.2,5,42.4,23
742_403,742,403,6,1961,5,58,53.31432,-2.95358,20,6.41,14,1,34.23682409,0,14,,,,,,,4,2,19.4,1,42.4,2
742_476,742,476,6,1961,5,58,53.31432,-2.95358,20,6.41,14,4,33.19644079,20,14,,,,,,,7.666666667,1,18.3,2,42.4,1
742_289,742,289,66,1961,5,58,53.31432,-2.95358,20,6.41,14,11,32.41067762,9,5,,,,,,,9.333333333,0,1,12,1,22
742_479,742,479,66,1961,5,58,53.31432,-2.95358,20,6.41,14,6,29.3853525,9,5,,,,,,,15.66666667,6,0,18,1,9
742_347,742,347,95,1961,5,58,53.31432,-2.95358,20,6.41,14,3,31.45242984,38,10,,,,,,,8.333333333,1,0,14,9.2,5
742_364,742,364,95,1961,5,58,53.31432,-2.95358,20,6.41,14,12,30.25598905,0,10,,,,,,,6,0,8.8,6,10.8,7
742_430,742,430,95,1961,5,58,53.31432,-2.95358,20,6.41,14,18,27.26351814,16,10,,,,,,,14.33333333,0,0,23,10.8,16
742_465,742,465,97,1961,5,58,53.31432,-2.95358,20,6.41,14,26,23.52361396,9,5,,,,,,,24.5,0,0,77,0,15
742_482,742,482,99,1961,5,58,53.31432,-2.95358,20,6.41,14,0,37.50581793,7,5,,,,,,,18.33333333,0,3.1,9,0,31
742_475,742,475,102,1961,5,58,53.31432,-2.95358,20,6.41,14,20,31.82477755,9,5,,,,,,,9.333333333,14,11.7,3,0,19
742_486,742,486,102,1961,5,58,53.31432,-2.95358,20,6.41,14,20,48.3340178,9,5,,,,,,,19.33333333,0,0,76,0,19
742_385,742,385,167,1961,5,58,53.31432,-2.95358,20,6.41,14,21,25.56605065,25,5,,,,,,,16,0,0,22,0,12
742_487,742,487,167,1961,5,58,53.31432,-2.95358,20,6.41,14,28,25.96577687,25,5,,,,,,,,0,0,0,0,30
742_341,742,341,170,1961,5,58,53.31432,-2.95358,20,6.41,14,10,27.42231348,9,5,,,,,,,12,0,2.1,11,5.8,25
742_356,742,356,170,1961,5,58,53.31432,-2.95358,20,6.41,14,9,35.28542094,5,5,,,,,,,15,7,1,13,8.9,4
742_360,742,360,170,1961,5,58,53.31432,-2.95358,20,6.41,14,14,23.87405886,31,5,,,,,,,11.66666667,2,3,10,8.9,8
742_418,742,418,170,1961,5,58,53.31432,-2.95358,20,6.41,14,16,29.3744011,0,5,,,,,,,12.66666667,0,0,21,8.9,11
742_453,742,453,170,1961,5,58,53.31432,-2.95358,20,6.41,14,15,24.7008898,9,5,,,,,,,17.5,0,0,20,8.9,27
742_456,742,456,170,1961,5,58,53.31432,-2.95358,20,6.41,14,13,39.17590691,9,5,,,,,,,12.66666667,0,0,17,8.9,6
742_373,742,373,172,1961,5,58,53.31432,-2.95358,20,6.41,14,8,25.36344969,9,5,,,,,,,6,0,8,7,17.5,18
742_376,742,376,172,1961,5,58,53.31432,-2.95358,20,6.41,14,30,26.67761807,7,5,,,,,,,19.66666667,0,0,29,17.2,20
742_404,742,404,172,1961,5,58,53.31432,-2.95358,20,6.41,14,7,31.09103354,9,5,,,,,,,13.33333333,0,3,8,17.2,10
742_408,742,408,172,1961,5,58,53.31432,-2.95358,20,6.41,14,24,24.42710472,36,5,,,,,,,,0,0,0,17.2,13
742_437,742,437,172,1961,5,58,53.31432,-2.95358,20,6.41,14,25,31.02532512,9,5,,,,,,,18.33333333,0,0,26,17.2,14
742_441,742,441,172,1961,5,58,53.31432,-2.95358,20,6.41,14,29,29.05407255,9,5,,,,,,,30,0,0,78,17.2,26
742_455,742,455,172,1961,5,58,53.31432,-2.95358,20,6.41,14,22,35.03080082,20,5,,,,,,,19.66666667,0,0,32,17.2,17
742_459,742,459,172,1961,5,58,53.31432,-2.95358,20,6.41,14,27,29.98767967,9,5,,,,,,,15,0,0,28,17.2,24
742_460,742,460,172,1961,5,58,53.31432,-2.95358,20,6.41,14,26,24.97193703,9,5,,,,,,,,0,0,0,17.2,28
742_481,742,481,172,1961,5,58,53.31432,-2.95358,20,6.41,14,17,28.57768652,9,5,,,,,,,18,0,0,22,17.2,29
743_386,743,386,6,1961,6,20,50.23051,6.94908,578,6.53,16,14,31.00342231,0,14,,,,,,,7,0,16.4,3,42.4,8
743_403,743,403,6,1961,6,20,50.23051,6.94908,578,6.53,16,1,34.29705681,0,14,,,,,,,4,2,25,2,40.9,3
743_435,743,435,6,1961,6,20,50.23051,6.94908,578,6.53,16,13,32.84599589,7,14,,,,,,,13.66666667,0,0,28,40.9,17
743_476,743,476,6,1961,6,20,50.23051,6.94908,578,6.53,16,5,33.25667351,20,14,,,,,,,7.666666667,2,27.1,1,40.9,2
743_289,743,289,66,1961,6,20,50.23051,6.94908,578,6.53,16,16,32.47091034,9,5,,,,,,,14,0,1,14,1,24
743_479,743,479,66,1961,6,20,50.23051,6.94908,578,6.53,16,9,29.44558522,9,5,,,,,,,15.66666667,6,0,18,1,21
743_347,743,347,95,1961,6,20,50.23051,6.94908,578,6.53,16,4,31.51266256,38,10,,,,,,,6.333333333,1,2.1,12,10.8,22
743_364,743,364,95,1961,6,20,50.23051,6.94908,578,6.53,16,7,30.31622177,0,10,,,,,,,5,0,8.9,6,11,7
743_430,743,430,95,1961,6,20,50.23051,6.94908,578,6.53,16,17,27.32375086,16,10,,,,,,,15,0,0,23,11,14
743_431,743,431,95,1961,6,20,50.23051,6.94908,578,6.53,16,0,44.52566735,20,10,,,,,,,8.333333333,0,0,29,11,27
743_478,743,478,95,1961,6,20,50.23051,6.94908,578,6.53,16,11,33.45106092,20,10,,,,,,,17.66666667,0,0,19,11,13
743_488,743,488,103,1961,6,20,50.23051,6.94908,578,6.53,16,0,27.16495551,39,23,,,,,,,,0,0,0,0,30
743_385,743,385,167,1961,6,20,50.23051,6.94908,578,6.53,16,19,25.62628337,25,5,,,,,,,14,0,0,25,0,20
743_427,743,427,167,1961,6,20,50.23051,6.94908,578,6.53,16,21,43.76728268,19,5,,,,,,,11.66666667,2,0,15,0,18
743_341,743,341,170,1961,6,20,50.23051,6.94908,578,6.53,16,10,27.4825462,9,5,,,,,,,18,0,2,13,8.9,5
743_356,743,356,170,1961,6,20,50.23051,6.94908,578,6.53,16,2,35.34565366,5,5,,,,,,,14.33333333,7,4.1,8,9.8,26
743_360,743,360,170,1961,6,20,50.23051,6.94908,578,6.53,16,12,23.93429158,31,5,,,,,,,10.33333333,2,3,11,9.8,6
743_418,743,418,170,1961,6,20,50.23051,6.94908,578,6.53,16,0,29.43463381,0,5,,,,,,,11,0,0,21,9.8,28
743_428,743,428,170,1961,6,20,50.23051,6.94908,578,6.53,16,26,30.83093771,19,5,,,,,,,23,0,0,33,9.8,19
743_436,743,436,170,1961,6,20,50.23051,6.94908,578,6.53,16,0,31.54004107,9,5,,,,,,,,0,0,0,9.8,33
743_437,743,437,170,1961,6,20,50.23051,6.94908,578,6.53,16,24,31.08555784,9,5,,,,,,,17.33333333,0,0,28,9.8,12
743_453,743,453,170,1961,6,20,50.23051,6.94908,578,6.53,16,18,24.76112252,9,5,,,,,,,20.66666667,0,0,20,9.8,9
743_456,743,456,170,1961,6,20,50.23051,6.94908,578,6.53,16,15,39.23613963,9,5,,,,,,,7.333333333,0,1,15,9.8,10
743_489,743,489,170,1961,6,20,50.23051,6.94908,578,6.53,16,0,28.36413415,25,5,,,,,,,,0,0,0,9.8,31
743_490,743,490,170,1961,6,20,50.23051,6.94908,578,6.53,16,0,38.35728953,9,5,,,,,,,,0,0,0,9.8,32
743_373,743,373,172,1961,6,20,50.23051,6.94908,578,6.53,16,8,25.42368241,9,5,,,,,,,11,0,8.1,7,17.2,4
743_404,743,404,172,1961,6,20,50.23051,6.94908,578,6.53,16,6,31.15126626,9,5,,,,,,,11,0,2.9,9,26.4,25
743_408,743,408,172,1961,6,20,50.23051,6.94908,578,6.53,16,22,24.48733744,36,5,,,,,,,13,0,0,26,26.4,11
743_455,743,455,172,1961,6,20,50.23051,6.94908,578,6.53,16,23,35.09103354,20,5,,,,,,,22.33333333,0,0,30,26.4,23
743_459,743,459,172,1961,6,20,50.23051,6.94908,578,6.53,16,20,30.04791239,9,5,,,,,,,18,0,0,34,26.4,15
743_460,743,460,172,1961,6,20,50.23051,6.94908,578,6.53,16,25,25.03216975,9,5,,,,,,,28,0,0,37,26.4,16
743_475,743,475,172,1961,6,20,50.23051,6.94908,578,6.53,16,3,31.88501027,9,5,,,,,,,14.33333333,14,11.8,4,26.4,1
743_480,743,480,172,1961,6,20,50.23051,6.94908,578,6.53,16,0,26.96783025,39,5,,,,,,,12.5,0,0,24,26.4,29
744_386,744,386,6,1961,7,14,45.48438,9.2458,162,3.7,14,3,31.09924709,0,14,,,,,,,8.666666667,0,15.7,4,40.9,14
744_394,744,394,6,1961,7,14,45.48438,9.2458,162,3.7,14,6,26.71047228,25,14,,,,,,,12,1,9,5,44,18
744_403,744,403,6,1961,7,14,45.48438,9.2458,162,3.7,14,4,34.39288159,0,14,,,,,,,4.666666667,2,28.3,2,44,1
744_454,744,454,6,1961,7,14,45.48438,9.2458,162,3.7,14,2,19.57015743,29,14,,,,,,,,0,0,0,44,17
744_476,744,476,6,1961,7,14,45.48438,9.2458,162,3.7,14,1,33.35249829,20,14,,,,,,,7.666666667,2,32.5,1,44,27
744_289,744,289,66,1961,7,14,45.48438,9.2458,162,3.7,14,5,32.56673511,9,5,,,,,,,17.33333333,0,1,15,1,21
744_479,744,479,66,1961,7,14,45.48438,9.2458,162,3.7,14,13,29.54140999,9,5,,,,,,,18.33333333,6,0,18,3.1,5
744_347,744,347,95,1961,7,14,45.48438,9.2458,162,3.7,14,8,31.60848734,38,10,,,,,,,11.33333333,1,2,13,11,16
744_364,744,364,95,1961,7,14,45.48438,9.2458,162,3.7,14,12,30.41204654,0,10,,,,,,,5.333333333,0,9.2,7,17.3,2
744_430,744,430,95,1961,7,14,45.48438,9.2458,162,3.7,14,15,27.41957563,16,10,,,,,,,16,0,0,24,17.3,7
744_431,744,431,95,1961,7,14,45.48438,9.2458,162,3.7,14,0,44.62149213,20,10,,,,,,,13.33333333,0,0,38,17.3,34
744_429,744,429,99,1961,7,14,45.48438,9.2458,162,3.7,14,0,42.92950034,7,5,,,,,,,12.66666667,0,0,27,0,33
744_484,744,484,101,1961,7,14,45.48438,9.2458,162,3.7,14,31,38.46680356,9,5,,,,,,,20.33333333,0,0,35,0,23
744_385,744,385,167,1961,7,14,45.48438,9.2458,162,3.7,14,21,25.72210815,25,5,,,,,,,16,0,0,27,0,8
744_427,744,427,167,1961,7,14,45.48438,9.2458,162,3.7,14,22,43.86310746,19,5,,,,,,,15.33333333,2,0,16,0,9
744_487,744,487,167,1961,7,14,45.48438,9.2458,162,3.7,14,0,26.12183436,25,5,,,,,,,30,0,0,39,0,35
744_489,744,489,167,1961,7,14,45.48438,9.2458,162,3.7,14,29,28.45995893,25,5,,,,,,,31,0,0,43,0,12
744_341,744,341,170,1961,7,14,45.48438,9.2458,162,3.7,14,19,27.57837098,9,5,,,,,,,18,0,4.1,9,9.8,26
744_356,744,356,170,1961,7,14,45.48438,9.2458,162,3.7,14,10,35.44147844,5,5,,,,,,,17.33333333,7,3.9,8,13,22
744_360,744,360,170,1961,7,14,45.48438,9.2458,162,3.7,14,14,24.03011636,31,5,,,,,,,6.333333333,2,3.9,10,13,3
744_453,744,453,170,1961,7,14,45.48438,9.2458,162,3.7,14,16,24.8569473,9,5,,,,,,,20.66666667,0,0,19,13,4
744_456,744,456,170,1961,7,14,45.48438,9.2458,162,3.7,14,18,39.33196441,9,5,,,,,,,8,0,1,14,13,6
744_486,744,486,170,1961,7,14,45.48438,9.2458,162,3.7,14,26,48.49007529,9,5,,,,,,,20,0,0,0,13,25
744_491,744,491,170,1961,7,14,45.48438,9.2458,162,3.7,14,0,41.43189596,1,5,,,,,,,12,0,0,77,13,36
744_492,744,492,170,1961,7,14,45.48438,9.2458,162,3.7,14,0,31.68240931,25,5,,,,,,,,0,0,0,13,38
744_373,744,373,172,1961,7,14,45.48438,9.2458,162,3.7,14,7,25.51950719,9,5,,,,,,,8.333333333,0,11.2,5,26.4,28
744_404,744,404,172,1961,7,14,45.48438,9.2458,162,3.7,14,9,31.24709103,9,5,,,,,,,13,0,3,11,26.5,24
744_418,744,418,172,1961,7,14,45.48438,9.2458,162,3.7,14,17,29.53045859,0,5,,,,,,,17,0,0,21,26.5,20
744_441,744,441,172,1961,7,14,45.48438,9.2458,162,3.7,14,27,29.21013005,9,5,,,,,,,28,0,0,36,26.5,10
744_455,744,455,172,1961,7,14,45.48438,9.2458,162,3.7,14,28,35.18685832,20,5,,,,,,,22.33333333,0,0,32,26.5,30
744_460,744,460,172,1961,7,14,45.48438,9.2458,162,3.7,14,25,25.12799452,9,5,,,,,,,22,0,0,31,26.5,32
744_467,744,467,172,1961,7,14,45.48438,9.2458,162,3.7,14,0,38.40657084,25,5,,,,,,,,0,0,0,26.5,37
744_475,744,475,172,1961,7,14,45.48438,9.2458,162,3.7,14,11,31.98083504,9,5,,,,,,,12,15,20.7,3,26.5,13
744_480,744,480,172,1961,7,14,45.48438,9.2458,162,3.7,14,0,27.06365503,39,5,,,,,,,18,0,0,25,26.5,39
744_481,744,481,172,1961,7,14,45.48438,9.2458,162,3.7,14,23,28.73374401,9,5,,,,,,,21.66666667,0,0,22,26.5,11
744_447,744,447,173,1961,7,14,45.48438,9.2458,162,3.7,14,30,28.76933607,25,5,,,,,,,,0,0,0,0,15
744_444,744,444,174,1961,7,14,45.48438,9.2458,162,3.7,14,32,34.89938398,25,14,,,,,,,,0,0,0,0,31
744_424,744,424,175,1961,7,14,45.48438,9.2458,162,3.7,14,24,33.93566051,25,14,,,,,,,,0,0,0,0,29
